transcripts	A	T/U	C	G	GC	total	GC%
YMR157C_mRNA	251	217	133	167	300	768	0.390625
YPL113C_mRNA	380	336	210	265	475	1191	0.3988245172124265
YBR039W_mRNA	309	261	181	185	366	936	0.391025641025641
YJL053W_mRNA	378	321	209	232	441	1140	0.3868421052631579
YCR007C_mRNA	233	226	122	139	261	720	0.3625
YKL192C_mRNA	103	106	88	81	169	378	0.4470899470899471
YLR200W_mRNA	146	69	54	76	130	345	0.37681159420289856
YMR295C_mRNA	183	140	124	147	271	594	0.4562289562289562
YFR027W_mRNA	294	198	148	206	354	846	0.41843971631205673
YCL009C_mRNA	252	212	249	217	466	930	0.5010752688172043
YPL079W_mRNA	151	124	106	102	208	483	0.4306418219461698
YIL129C_mRNA	2306	2162	1260	1403	2663	7131	0.3734399102510167
YNL321W_mRNA	725	815	651	536	1187	2727	0.4352768610194353
YGR082W_mRNA	177	136	123	116	239	552	0.4329710144927536
YDR012W_mRNA	272	292	266	259	525	1089	0.4820936639118457
YLR148W_mRNA	1011	814	440	492	932	2757	0.3380486035545883
YGR013W_mRNA	658	433	346	426	772	1863	0.4143853998926463
YLR377C_mRNA	299	287	225	236	461	1047	0.44030563514804205
YDR541C_mRNA	325	308	195	207	402	1035	0.3884057971014493
YNR018W_mRNA	209	147	156	163	319	675	0.4725925925925926
YHL011C_mRNA	287	300	170	206	376	963	0.3904465212876428
YDL189W_mRNA	495	330	277	272	549	1374	0.39956331877729256
YBR219C_mRNA	103	122	82	77	159	384	0.4140625
YBR234C_mRNA	326	343	228	258	486	1155	0.42077922077922075
YOL023W_mRNA	730	551	336	414	750	2031	0.36927621861152143
YJL197W_mRNA	1247	1091	621	806	1427	3765	0.3790172642762284
YDL031W_mRNA	1061	765	502	660	1162	2988	0.3888888888888889
YFL036W_mRNA	1357	1157	712	830	1542	4056	0.3801775147928994
YDR065W_mRNA	424	290	185	199	384	1098	0.34972677595628415
YOL091W_mRNA	731	483	303	313	616	1830	0.3366120218579235
YOR292C_mRNA	260	302	180	188	368	930	0.3956989247311828
YER046W-A_mRNA	91	114	75	50	125	330	0.3787878787878788
YNL101W_mRNA	621	704	406	411	817	2142	0.3814192343604108
YCL001W_mRNA	174	197	92	104	196	567	0.345679012345679
YDR118W-A_mRNA	40	31	19	27	46	117	0.39316239316239315
YDR153C_mRNA	457	281	240	258	498	1236	0.4029126213592233
YHR163W_mRNA	215	207	153	175	328	750	0.43733333333333335
YGR022C_mRNA	95	82	60	93	153	330	0.4636363636363636
YDL016C_mRNA	94	107	60	42	102	303	0.33663366336633666
YOR100C_mRNA	285	287	191	221	412	984	0.4186991869918699
YJR128W_mRNA	94	90	93	83	176	360	0.4888888888888889
YJL108C_mRNA	267	414	236	235	471	1152	0.4088541666666667
YML129C_mRNA	71	51	47	44	91	213	0.4272300469483568
YMR188C_mRNA	269	184	102	159	261	714	0.36554621848739494
YLR236C_mRNA	71	90	88	75	163	324	0.5030864197530864
YER051W_mRNA	498	428	238	315	553	1479	0.37390128465179173
YGL136C_mRNA	319	271	182	191	373	963	0.387331256490135
YER022W_mRNA	771	560	328	405	733	2064	0.3551356589147287
YPL224C_mRNA	434	415	293	313	606	1455	0.41649484536082476
YNL279W_mRNA	612	536	416	422	838	1986	0.4219536757301108
YML080W_mRNA	426	329	226	291	517	1272	0.40644654088050314
YLR086W_mRNA	1604	1042	700	911	1611	4257	0.3784355179704017
YBR201C-A_mRNA	61	58	51	34	85	204	0.4166666666666667
YHR124W_mRNA	655	515	343	371	714	1884	0.37898089171974525
YHR184W_mRNA	672	444	284	316	600	1716	0.34965034965034963
YLR175W_mRNA	489	386	226	351	577	1452	0.3973829201101928
YEL002C_mRNA	400	395	247	251	498	1293	0.3851508120649652
YBR127C_mRNA	467	429	301	357	658	1554	0.42342342342342343
YPL119C_mRNA	572	492	340	450	790	1854	0.4261057173678533
YBL099W_mRNA	418	505	337	378	715	1638	0.4365079365079365
YMR082C_mRNA	108	95	84	70	154	357	0.43137254901960786
YOL059W_mRNA	392	333	302	296	598	1323	0.4520030234315949
YMR172W_mRNA	754	520	442	444	886	2160	0.4101851851851852
YPL004C_mRNA	323	265	208	230	438	1026	0.4269005847953216
YMR210W_mRNA	442	381	248	279	527	1350	0.39037037037037037
YPL252C_mRNA	150	120	134	115	249	519	0.4797687861271676
YER155C_mRNA	2258	1903	1211	1132	2343	6504	0.36023985239852396
YFL025C_mRNA	952	997	575	566	1141	3090	0.3692556634304207
YMR119W_mRNA	569	627	332	347	679	1875	0.3621333333333333
YLR399C_mRNA	719	455	417	470	887	2061	0.4303736050460941
YGR204W_mRNA	793	716	680	652	1332	2841	0.46884899683210135
YKL170W_mRNA	145	103	72	97	169	417	0.4052757793764988
YGR120C_mRNA	282	223	145	139	284	789	0.35994930291508237
YOR287C_mRNA	378	187	133	205	338	903	0.3743078626799557
YOR314W_mRNA	88	108	70	64	134	330	0.40606060606060607
YML054C_mRNA	561	485	340	390	730	1776	0.41103603603603606
YHR137C-A_mRNA	187	188	131	145	276	651	0.423963133640553
YMR098C_mRNA	655	507	315	362	677	1839	0.3681348558999456
YDR226W_mRNA	204	172	141	152	293	669	0.43796711509715996
YLR430W_mRNA	2231	1896	1217	1352	2569	6696	0.3836618876941458
YBR084W_mRNA	918	792	575	643	1218	2928	0.41598360655737704
YDL221W_mRNA	122	164	137	129	266	552	0.48188405797101447
YBR160W_mRNA	281	247	164	205	369	897	0.411371237458194
YCR027C_mRNA	205	175	110	140	250	630	0.3968253968253968
YDR270W_mRNA	922	908	522	663	1185	3015	0.39303482587064675
YJL198W_mRNA	753	790	544	559	1103	2646	0.41685563114134544
YEL038W_mRNA	182	185	142	175	317	684	0.46345029239766083
YNL098C_mRNA	317	220	190	242	432	969	0.4458204334365325
YBR269C_mRNA	127	90	98	102	200	417	0.47961630695443647
YNL039W_mRNA	675	406	314	390	704	1785	0.39439775910364144
YGL103W_mRNA	137	113	91	109	200	450	0.4444444444444444
YDR215C_mRNA	102	102	130	80	210	414	0.5072463768115942
YDL064W_mRNA	162	125	87	100	187	474	0.39451476793248946
YPL146C_mRNA	602	300	185	281	466	1368	0.3406432748538012
YHR207C_mRNA	553	423	252	353	605	1581	0.38266919671094246
YML107C_mRNA	338	277	177	213	390	1005	0.3880597014925373
YPL123C_mRNA	460	376	215	254	469	1305	0.3593869731800766
YCR001W_mRNA	88	131	51	45	96	315	0.3047619047619048
YKR053C_mRNA	314	382	238	281	519	1215	0.4271604938271605
YOL019W_mRNA	524	451	370	311	681	1656	0.411231884057971
YDR003W_mRNA	195	170	123	145	268	633	0.42338072669826227
YHR158C_mRNA	1248	876	679	692	1371	3495	0.392274678111588
YFL061W_mRNA	191	189	140	158	298	678	0.43952802359882004
YBL098W_mRNA	441	408	254	280	534	1383	0.38611713665943603
YMR034C_mRNA	352	434	241	278	519	1305	0.39770114942528734
YPL196W_mRNA	268	224	143	187	330	822	0.40145985401459855
YNL322C_mRNA	229	258	267	188	455	942	0.4830148619957537
YLR162W_mRNA	84	76	125	72	197	357	0.5518207282913166
YDR174W_mRNA	243	175	168	155	323	741	0.4358974358974359
YBR237W_mRNA	923	655	413	559	972	2550	0.3811764705882353
YML133W-A_mRNA	105	182	109	180	289	576	0.5017361111111112
YIL039W_mRNA	434	424	269	295	564	1422	0.39662447257383965
YER096W_mRNA	467	451	295	326	621	1539	0.40350877192982454
YNL061W_mRNA	648	466	321	422	743	1857	0.40010770059235323
Q0070_mRNA	716	744	197	236	433	1893	0.22873745377707344
YLR400W_mRNA	122	162	110	80	190	474	0.4008438818565401
YPL132W_mRNA	286	262	168	187	355	903	0.39313399778516056
YHR084W_mRNA	686	558	443	380	823	2067	0.39816158684083214
YPL135W_mRNA	144	127	106	121	227	498	0.45582329317269077
YIR005W_mRNA	175	118	66	88	154	447	0.34451901565995524
YOR035C_mRNA	797	688	421	464	885	2370	0.37341772151898733
YDR158W_mRNA	308	316	230	244	474	1098	0.43169398907103823
YOL145C_mRNA	1201	858	525	650	1175	3234	0.36332714904143476
YJL062W-A_mRNA	69	56	72	61	133	258	0.5155038759689923
YHR205W_mRNA	812	650	546	467	1013	2475	0.4092929292929293
YER023C-A_mRNA	59	59	55	40	95	213	0.4460093896713615
YOL034W_mRNA	1219	866	515	682	1197	3282	0.3647166361974406
YPL076W_mRNA	243	299	171	130	301	843	0.3570581257413998
YER067C-A_mRNA	83	112	68	61	129	324	0.39814814814814814
YKR098C_mRNA	767	609	387	391	778	2154	0.36118848653667596
YBL108C-A_mRNA	36	30	36	27	63	129	0.4883720930232558
YLL019C_mRNA	726	558	502	428	930	2214	0.42005420054200543
YML055W_mRNA	180	164	76	117	193	537	0.35940409683426444
YBR058C_mRNA	787	672	426	461	887	2346	0.37809036658141515
YPL038W-A_mRNA	75	63	30	24	54	192	0.28125
YML001W_mRNA	202	184	106	135	241	627	0.3843700159489633
YJL023C_mRNA	390	282	174	198	372	1044	0.3563218390804598
YIR006C_mRNA	1427	1118	1057	841	1898	4443	0.42718883637182087
YGL005C_mRNA	308	236	129	167	296	840	0.3523809523809524
YDL074C_mRNA	817	532	339	415	754	2103	0.3585354255825012
YOR386W_mRNA	599	478	290	331	621	1698	0.3657243816254417
YBR302C_mRNA	336	375	197	232	429	1140	0.3763157894736842
YDL158C_mRNA	91	128	42	48	90	309	0.2912621359223301
YLR388W_mRNA	52	46	39	34	73	171	0.4269005847953216
YOR161C_mRNA	381	515	353	371	724	1620	0.4469135802469136
YNL191W_mRNA	346	277	224	227	451	1074	0.419925512104283
YLR056W_mRNA	284	341	240	233	473	1098	0.4307832422586521
YOR277C_mRNA	68	113	66	62	128	309	0.41423948220064727
YNR039C_mRNA	558	545	391	324	715	1818	0.3932893289328933
YLL025W_mRNA	90	106	104	75	179	375	0.47733333333333333
YPR015C_mRNA	230	185	191	138	329	744	0.4422043010752688
YKL159C_mRNA	226	165	122	123	245	636	0.38522012578616355
YGL238W_mRNA	946	938	503	496	999	2883	0.3465140478668054
YAR019C_mRNA	906	846	646	527	1173	2925	0.40102564102564103
YLR254C_mRNA	225	118	109	118	227	570	0.39824561403508774
YLR204W_mRNA	125	61	59	91	150	336	0.44642857142857145
YCR033W_mRNA	1332	892	738	719	1457	3681	0.3958163542515621
YBL100W-C_mRNA	36	41	19	24	43	120	0.35833333333333334
YGR099W_mRNA	657	605	354	451	805	2067	0.38945331398161587
YLR034C_mRNA	363	508	273	278	551	1422	0.38748241912798875
YLR280C_mRNA	94	52	91	114	205	351	0.584045584045584
YER079C-A_mRNA	78	124	76	61	137	339	0.40412979351032446
YLR425W_mRNA	1358	1102	722	742	1464	3924	0.3730886850152905
YCR006C_mRNA	126	127	109	112	221	474	0.46624472573839665
YML057W_mRNA	556	477	402	380	782	1815	0.4308539944903581
YJL022W_mRNA	85	113	52	59	111	309	0.3592233009708738
YGL049C_mRNA	1034	635	519	557	1076	2745	0.39198542805100184
YHR092C_mRNA	427	624	309	371	680	1731	0.3928365106874639
YGL056C_mRNA	506	410	375	293	668	1584	0.4217171717171717
YNL068C_mRNA	928	606	599	456	1055	2589	0.4074932406334492
YMR153C-A_mRNA	88	120	78	50	128	336	0.38095238095238093
YBL046W_mRNA	464	321	204	337	541	1326	0.4079939668174962
YGL059W_mRNA	520	430	264	262	526	1476	0.35636856368563685
YNL116W_mRNA	473	424	352	320	672	1569	0.42829827915869984
YJL075C_mRNA	114	147	81	75	156	417	0.37410071942446044
YJR066W_mRNA	2435	2120	1383	1475	2858	7413	0.3855389181168218
YML014W_mRNA	261	180	181	218	399	840	0.475
YMR194C-B_mRNA	66	56	53	47	100	222	0.45045045045045046
YOR256C_mRNA	814	719	399	498	897	2430	0.3691358024691358
YGR119C_mRNA	570	373	329	354	683	1626	0.4200492004920049
YPL142C_mRNA	92	92	63	71	134	318	0.42138364779874216
YKL185W_mRNA	595	461	417	294	711	1767	0.40237691001697795
YER048W-A_mRNA	108	74	49	54	103	285	0.36140350877192984
YLR416C_mRNA	102	108	119	70	189	399	0.47368421052631576
YKR079C_mRNA	881	723	417	496	913	2517	0.3627334127930075
YGL201C_mRNA	990	841	522	701	1223	3054	0.40045841519318925
YNR001C_mRNA	439	429	262	310	572	1440	0.3972222222222222
YFR023W_mRNA	706	530	292	308	600	1836	0.32679738562091504
YHR180W_mRNA	140	149	112	91	203	492	0.41260162601626016
YIL156W-A_mRNA	119	114	89	80	169	402	0.42039800995024873
YDR034W-B_mRNA	41	50	37	28	65	156	0.4166666666666667
YMR132C_mRNA	256	150	96	125	221	627	0.3524720893141946
YLR198C_mRNA	56	189	79	36	115	360	0.3194444444444444
YLR276C_mRNA	663	480	296	346	642	1785	0.3596638655462185
YHR167W_mRNA	273	211	129	173	302	786	0.3842239185750636
YOR258W_mRNA	236	189	108	121	229	654	0.35015290519877673
YLR380W_mRNA	371	293	313	250	563	1227	0.4588427057864711
YDR045C_mRNA	99	104	50	80	130	333	0.39039039039039036
YOR324C_mRNA	560	506	356	387	743	1809	0.4107241569928137
YNR058W_mRNA	428	392	294	329	623	1443	0.43173943173943174
YDR014W_mRNA	747	548	313	336	649	1944	0.3338477366255144
YGL006W_mRNA	1122	1045	614	741	1355	3522	0.3847245883021011
YHR213W-B_mRNA	70	87	68	75	143	300	0.4766666666666667
YJR142W_mRNA	350	291	162	226	388	1029	0.3770651117589893
YGR231C_mRNA	293	249	171	220	391	933	0.4190782422293676
YOR388C_mRNA	346	290	205	290	495	1131	0.4376657824933687
YCL043C_mRNA	423	404	385	357	742	1569	0.47291268323773106
YPL048W_mRNA	363	304	289	292	581	1248	0.4655448717948718
YCR020W-B_mRNA	104	54	33	46	79	237	0.3333333333333333
YIL073C_mRNA	1049	852	487	540	1027	2928	0.35075136612021857
YKL089W_mRNA	619	392	278	361	639	1650	0.38727272727272727
YPR069C_mRNA	278	252	172	180	352	882	0.39909297052154197
YHL016C_mRNA	597	719	406	486	892	2208	0.40398550724637683
YLR312C_mRNA	403	335	200	259	459	1197	0.38345864661654133
YLR467C-A_mRNA	111	152	141	79	220	483	0.4554865424430642
YDR220C_mRNA	88	102	58	46	104	294	0.35374149659863946
YNL160W_mRNA	278	332	264	191	455	1065	0.4272300469483568
YKL134C_mRNA	787	664	393	475	868	2319	0.3742992669253989
YLR066W_mRNA	200	162	86	107	193	555	0.34774774774774775
YNR066C_mRNA	432	400	248	231	479	1311	0.36536994660564454
YNR059W_mRNA	556	518	319	350	669	1743	0.3838209982788296
YGR089W_mRNA	966	857	524	464	988	2811	0.3514763429384561
YML071C_mRNA	712	429	298	385	683	1824	0.3744517543859649
YMR238W_mRNA	404	409	227	337	564	1377	0.4095860566448802
YHL008C_mRNA	597	534	368	385	753	1884	0.3996815286624204
YNL107W_mRNA	254	176	114	137	251	681	0.368575624082232
YNL067W-A_mRNA	40	58	25	24	49	147	0.3333333333333333
YNL333W_mRNA	254	224	180	239	419	897	0.46711259754738016
YLR301W_mRNA	231	212	136	156	292	735	0.39727891156462586
YJL201W_mRNA	605	535	354	306	660	1800	0.36666666666666664
YLR174W_mRNA	392	329	220	298	518	1239	0.4180790960451977
YGL114W_mRNA	589	668	415	506	921	2178	0.4228650137741047
YOL032W_mRNA	247	191	142	161	303	741	0.4089068825910931
YKL055C_mRNA	271	217	165	184	349	837	0.4169653524492234
YOR361C_mRNA	733	667	425	467	892	2292	0.38917975567190227
YOL140W_mRNA	404	355	230	283	513	1272	0.4033018867924528
YDR447C_mRNA	138	111	77	85	162	411	0.39416058394160586
YJR162C_mRNA	117	104	106	24	130	351	0.37037037037037035
YOL101C_mRNA	292	323	170	154	324	939	0.3450479233226837
YOR390W_mRNA	298	398	214	218	432	1128	0.3829787234042553
YPR201W_mRNA	337	419	213	246	459	1215	0.37777777777777777
YLR208W_mRNA	250	254	181	209	390	894	0.436241610738255
YCL026C-B_mRNA	166	144	152	120	272	582	0.46735395189003437
YJR124C_mRNA	378	442	246	281	527	1347	0.39123979213066074
YAR060C_mRNA	120	87	57	72	129	336	0.38392857142857145
YMR287C_mRNA	1000	836	518	556	1074	2910	0.36907216494845363
YML004C_mRNA	316	266	188	211	399	981	0.40672782874617736
YDR422C_mRNA	812	656	504	476	980	2448	0.40032679738562094
YIL134C-A_mRNA	50	81	34	39	73	204	0.35784313725490197
YCR021C_mRNA	239	332	195	233	428	999	0.42842842842842843
YNL225C_mRNA	686	449	281	330	611	1746	0.349942726231386
YDR350C_mRNA	675	629	368	383	751	2055	0.3654501216545012
YJL089W_mRNA	880	802	437	371	808	2490	0.3244979919678715
YDL081C_mRNA	78	93	63	87	150	321	0.4672897196261682
YDR410C_mRNA	196	253	137	134	271	720	0.3763888888888889
YPL125W_mRNA	1045	965	534	555	1089	3099	0.3514036786060019
YDR530C_mRNA	302	250	213	213	426	978	0.43558282208588955
YER039C_mRNA	173	251	159	167	326	750	0.43466666666666665
YHL030W_mRNA	1784	1703	1045	1075	2120	5607	0.3780988050650972
YGL017W_mRNA	457	420	270	365	635	1512	0.419973544973545
YBR119W_mRNA	341	215	171	170	341	897	0.3801560758082497
YBR131W_mRNA	717	603	385	410	795	2115	0.375886524822695
YBR183W_mRNA	271	290	183	207	390	951	0.41009463722397477
YOR394W_mRNA	137	144	122	92	214	495	0.43232323232323233
YOL008W_mRNA	197	188	119	120	239	624	0.38301282051282054
YGL200C_mRNA	167	175	133	137	270	612	0.4411764705882353
YOL156W_mRNA	438	518	369	379	748	1704	0.43896713615023475
YER150W_mRNA	117	122	123	85	208	447	0.465324384787472
YNL118C_mRNA	1054	766	542	551	1093	2913	0.375214555441126
YGR243W_mRNA	127	121	93	100	193	441	0.4376417233560091
YLR287C_mRNA	391	295	173	209	382	1068	0.35767790262172283
YPR169W_mRNA	513	401	245	320	565	1479	0.3820148749154834
YNR034W-A_mRNA	100	73	60	64	124	297	0.4175084175084175
YGL253W_mRNA	433	419	303	306	609	1461	0.41683778234086244
YGR185C_mRNA	385	317	237	246	483	1185	0.40759493670886077
YGR137W_mRNA	107	103	88	77	165	375	0.44
YJL116C_mRNA	266	296	224	228	452	1014	0.4457593688362919
YOR377W_mRNA	509	474	283	312	595	1578	0.3770595690747782
YMR126C_mRNA	333	327	178	191	369	1029	0.358600583090379
YPL045W_mRNA	835	685	383	494	877	2397	0.36587400917813934
YPL005W_mRNA	632	511	312	366	678	1821	0.3723228995057661
YGR068W-A_mRNA	22	30	18	26	44	96	0.4583333333333333
YLR350W_mRNA	179	166	171	135	306	651	0.4700460829493088
YDR181C_mRNA	556	348	243	299	542	1446	0.3748271092669433
YER163C_mRNA	215	167	145	172	317	699	0.45350500715307585
YOL103W_mRNA	523	584	336	387	723	1830	0.3950819672131147
YJR138W_mRNA	1670	1354	823	908	1731	4755	0.3640378548895899
YNL003C_mRNA	242	251	166	196	362	855	0.4233918128654971
YJR120W_mRNA	96	91	99	65	164	351	0.4672364672364672
YER105C_mRNA	1374	1258	750	794	1544	4176	0.36973180076628354
YKL081W_mRNA	361	351	259	268	527	1239	0.42534301856335754
YOR069W_mRNA	731	495	366	436	802	2028	0.39546351084812625
YIL176C_mRNA	94	91	107	71	178	363	0.4903581267217631
YBL092W_mRNA	121	98	91	83	174	393	0.44274809160305345
YHL026C_mRNA	264	265	222	197	419	948	0.4419831223628692
YCR011C_mRNA	961	994	519	676	1195	3150	0.37936507936507935
YIL068W-A_mRNA	99	137	91	57	148	384	0.3854166666666667
YLR448W_mRNA	166	135	116	114	230	531	0.4331450094161959
YLR262C-A_mRNA	74	42	30	49	79	195	0.40512820512820513
YIL107C_mRNA	860	692	449	483	932	2484	0.3752012882447665
YLR003C_mRNA	342	237	144	153	297	876	0.339041095890411
YFL037W_mRNA	378	387	287	322	609	1374	0.4432314410480349
YDR256C_mRNA	475	417	336	320	656	1548	0.42377260981912146
YKL033W-A_mRNA	219	204	120	168	288	711	0.4050632911392405
YGR084C_mRNA	361	256	196	207	403	1020	0.39509803921568626
YLR233C_mRNA	718	626	376	380	756	2100	0.36
YDR414C_mRNA	323	362	207	197	404	1089	0.3709825528007346
YML015C_mRNA	396	223	231	191	422	1041	0.4053794428434198
YPL098C_mRNA	95	87	75	85	160	342	0.4678362573099415
YPL022W_mRNA	1135	912	561	695	1256	3303	0.3802603693611868
YKL214C_mRNA	218	141	117	136	253	612	0.4133986928104575
YOL083W_mRNA	429	350	220	240	460	1239	0.37126715092816787
YPR081C_mRNA	613	517	309	418	727	1857	0.3914916532040926
YFR036W-A_mRNA	126	230	184	111	295	651	0.45314900153609833
YLR005W_mRNA	446	375	258	307	565	1386	0.40764790764790765
YCL030C_mRNA	702	679	460	559	1019	2400	0.4245833333333333
YJL142C_mRNA	126	124	74	69	143	393	0.3638676844783715
YAR053W_mRNA	90	112	46	49	95	297	0.31986531986531985
YGR008C_mRNA	96	51	45	63	108	255	0.4235294117647059
YGR268C_mRNA	168	126	166	137	303	597	0.507537688442211
YHL007C_mRNA	969	673	625	553	1178	2820	0.4177304964539007
YPR091C_mRNA	781	651	434	447	881	2313	0.3808906182447038
YJL057C_mRNA	664	575	360	405	765	2004	0.38173652694610777
YIR038C_mRNA	203	213	134	155	289	705	0.4099290780141844
YDR479C_mRNA	528	476	317	344	661	1665	0.396996996996997
YOL110W_mRNA	144	176	179	215	394	714	0.5518207282913166
YLR167W_mRNA	150	115	89	105	194	459	0.4226579520697168
YNL158W_mRNA	178	175	135	109	244	597	0.40871021775544386
YJR134C_mRNA	881	488	332	423	755	2124	0.3554613935969868
YCL017C_mRNA	443	406	307	338	645	1494	0.43172690763052207
YBL082C_mRNA	315	403	337	322	659	1377	0.4785766158315178
YPL175W_mRNA	430	401	254	274	528	1359	0.38852097130242824
YHR148W_mRNA	193	146	101	112	213	552	0.3858695652173913
YNL251C_mRNA	549	442	413	324	737	1728	0.42650462962962965
YOR335C_mRNA	882	847	516	632	1148	2877	0.39902676399026765
YLR265C_mRNA	365	307	174	183	357	1029	0.3469387755102041
YLR269C_mRNA	110	116	58	67	125	351	0.3561253561253561
YOR160W_mRNA	918	931	520	550	1070	2919	0.36656389174374787
YGR048W_mRNA	354	281	205	246	451	1086	0.4152854511970534
YGL155W_mRNA	352	332	206	241	447	1131	0.3952254641909814
YLR346C_mRNA	113	78	50	65	115	306	0.3758169934640523
Q0010_mRNA	107	188	52	40	92	387	0.23772609819121446
YJR075W_mRNA	389	320	247	235	482	1191	0.40470193115029385
YLR393W_mRNA	259	223	163	195	358	840	0.4261904761904762
YJR151C_mRNA	915	1051	1014	506	1520	3486	0.43602983362019504
YNR040W_mRNA	232	193	168	178	346	771	0.4487678339818418
YLR220W_mRNA	273	281	167	248	415	969	0.4282765737874097
YHR213W_mRNA	161	178	145	113	258	597	0.4321608040201005
YGR274C_mRNA	1159	851	539	652	1191	3201	0.37207122774133083
YKR022C_mRNA	378	223	149	219	368	969	0.3797729618163055
YBL107C_mRNA	231	139	91	130	221	591	0.3739424703891709
YMR013C-A_mRNA	34	62	22	32	54	150	0.36
YOL076W_mRNA	852	709	403	427	830	2391	0.3471350899205353
YML003W_mRNA	289	274	169	141	310	873	0.3550973654066438
YOL030W_mRNA	389	445	329	292	621	1455	0.4268041237113402
YER007C-A_mRNA	177	159	97	113	210	546	0.38461538461538464
YHR062C_mRNA	270	219	185	208	393	882	0.445578231292517
YKL016C_mRNA	185	130	100	110	210	525	0.4
YGL052W_mRNA	106	79	68	53	121	306	0.3954248366013072
YHR178W_mRNA	712	591	454	475	929	2232	0.41621863799283154
YER086W_mRNA	479	540	350	362	712	1731	0.4113229347198151
YMR018W_mRNA	589	425	260	271	531	1545	0.34368932038834954
YBR259W_mRNA	710	626	359	372	731	2067	0.3536526366715046
YBR107C_mRNA	235	193	136	174	310	738	0.42005420054200543
YPR189W_mRNA	1475	1252	709	863	1572	4299	0.3656664340544313
YBR048W_mRNA	144	121	116	90	206	471	0.43736730360934184
YMR123W_mRNA	118	94	83	74	157	369	0.4254742547425474
YGR152C_mRNA	292	207	136	184	320	819	0.3907203907203907
YDR357C_mRNA	147	91	57	74	131	369	0.35501355013550134
YNL148C_mRNA	222	161	151	231	382	765	0.4993464052287582
YDR495C_mRNA	1158	867	466	545	1011	3036	0.33300395256917
YPR177C_mRNA	90	140	86	56	142	372	0.3817204301075269
YMR306C-A_mRNA	115	121	74	80	154	390	0.39487179487179486
YIR015W_mRNA	154	91	98	92	190	435	0.4367816091954023
YAL024C_mRNA	1581	1130	816	781	1597	4308	0.37070566388115134
YPL217C_mRNA	1277	880	561	834	1395	3552	0.3927364864864865
YDR129C_mRNA	595	556	336	442	778	1929	0.4033177812337999
YLR436C_mRNA	1202	1158	836	629	1465	3825	0.38300653594771245
YJR094W-A_mRNA	83	79	46	71	117	279	0.41935483870967744
YOR330C_mRNA	1240	979	709	837	1546	3765	0.4106241699867198
YER115C_mRNA	176	159	119	122	241	576	0.4184027777777778
YNL150W_mRNA	110	136	99	63	162	408	0.39705882352941174
YLR287C-A_mRNA	68	44	39	41	80	192	0.4166666666666667
YER148W_mRNA	241	193	130	159	289	723	0.3997233748271093
YLR153C_mRNA	588	597	422	445	867	2052	0.42251461988304095
YDL102W_mRNA	1050	995	568	681	1249	3294	0.37917425622343653
YNL199C_mRNA	579	374	310	342	652	1605	0.4062305295950156
YER069W_mRNA	776	773	493	550	1043	2592	0.40239197530864196
YJL043W_mRNA	197	176	198	203	401	774	0.5180878552971576
YNR003W-A_mRNA	21	33	30	15	45	99	0.45454545454545453
YGL002W_mRNA	204	198	104	145	249	651	0.3824884792626728
YIL003W_mRNA	277	237	160	208	368	882	0.41723356009070295
YJL064W_mRNA	89	123	88	96	184	396	0.46464646464646464
YIL132C_mRNA	231	169	129	113	242	642	0.37694704049844235
YIL015W_mRNA	534	521	362	347	709	1764	0.40192743764172334
YOR044W_mRNA	151	150	87	86	173	474	0.3649789029535865
YBL061C_mRNA	728	541	372	450	822	2091	0.3931133428981349
YHR070W_mRNA	437	349	380	334	714	1500	0.476
YLR135W_mRNA	853	544	416	434	850	2247	0.37828215398308856
YJL209W_mRNA	690	546	364	365	729	1965	0.3709923664122137
YBR218C_mRNA	1034	975	721	813	1534	3543	0.4329664126446514
YNL280C_mRNA	364	430	227	296	523	1317	0.39711465451784356
YNR026C_mRNA	465	386	271	294	565	1416	0.3990112994350282
YBR153W_mRNA	242	191	138	164	302	735	0.4108843537414966
YFL050C_mRNA	844	708	468	557	1025	2577	0.39774932091579357
YMR179W_mRNA	859	561	433	424	857	2277	0.3763724198506807
YGR252W_mRNA	489	329	215	287	502	1320	0.3803030303030303
YKR014C_mRNA	253	184	109	159	268	705	0.3801418439716312
YBR101C_mRNA	298	242	151	182	333	873	0.38144329896907214
YPL071C_mRNA	181	122	67	101	168	471	0.35668789808917195
YPR181C_mRNA	633	655	556	463	1019	2307	0.44169917641959255
YNR042W_mRNA	116	103	124	86	210	429	0.48951048951048953
YHR130C_mRNA	95	140	49	52	101	336	0.3005952380952381
YER081W_mRNA	438	422	277	273	550	1410	0.3900709219858156
YLR347C_mRNA	782	740	521	543	1064	2586	0.411446249033256
YER004W_mRNA	181	182	147	186	333	696	0.47844827586206895
YOR309C_mRNA	170	84	43	84	127	381	0.3333333333333333
YPR204W_mRNA	921	740	647	791	1438	3099	0.46402065182316876
YML119W_mRNA	372	261	231	210	441	1074	0.4106145251396648
YIL042C_mRNA	342	282	293	268	561	1185	0.47341772151898737
YPR063C_mRNA	129	108	102	84	186	423	0.4397163120567376
YNL200C_mRNA	206	203	158	174	332	741	0.44804318488529016
YGR020C_mRNA	121	93	71	72	143	357	0.4005602240896359
YPL078C_mRNA	227	218	131	159	290	735	0.3945578231292517
YJL096W_mRNA	176	126	92	92	184	486	0.3786008230452675
YDR199W_mRNA	82	159	73	52	125	366	0.34153005464480873
YKR049C_mRNA	114	85	98	105	203	402	0.5049751243781094
